"name","N","K","C","p_jump","avg_n_peaks","max_n_peaks","min_n_peaks","avg_value","max_value","min_value","fitness_0","fitness_1","fitness_2","fitness_3","fitness_4","fitness_5","fitness_6","fitness_7","fitness_8","fitness_9","fitness_10","fitness_11","fitness_12","fitness_13","fitness_14","fitness_15","fitness_16","fitness_17","fitness_18","fitness_19","fitness_20","fitness_21","fitness_22","fitness_23","fitness_24","fitness_25","fitness_26","fitness_27","fitness_28","fitness_29","fitness_30","fitness_31","fitness_32","fitness_33","fitness_34","fitness_35","fitness_36","fitness_37","fitness_38","fitness_39","fitness_40","fitness_41","fitness_42","fitness_43","fitness_44","fitness_45","fitness_46","fitness_47","fitness_48","fitness_49"
"N = 4, K = 0, C = 0, p_jump = 1","4","0","0.0","1.0","1.0","1.0","1.0","0.502670070066207","0.9683802642198451","0.05614815422209313","0.4974277923846301","0.6767561381434737","0.761018149783732","0.8091567585366214","0.841392395101185","0.8683173767188226","0.8875014481124435","0.902877134787608","0.9135657081069414","0.924519381509244","0.933256674399669","0.9426719970258846","0.9489416979166586","0.9539320190578229","0.9591952007302569","0.9632273655622532","0.9655080069126022","0.9685198923460147","0.9715746701340064","0.973363914457376","0.9760656534634223","0.9773568061485703","0.9798469506340375","0.981524032218363","0.9821669999769966","0.9833058674408952","0.9850018056208968","0.9860608146703205","0.9870065376679626","0.9880878885059131","0.9886186936177751","0.9895444191437733","0.9902774915918741","0.9914089135909574","0.9919437358273753","0.992021971541003","0.9926435868992208","0.9929351833629141","0.99355655349402","0.9942023312528535","0.9943629781871612","0.9948963177068509","0.9949254982978017","0.9951816642970979","0.995584982845409","0.995629392302267","0.9957762318518415","0.9962105858853622","0.9962623552805258","0.9968277236196087"
"N = 4, K = 0, C = 0.1, p_jump = 0","4","0","0.1","0.0","1.378","3.0","1.0","0.6305903541813928","1.102667473454789","0.1547059541170086","0.4760820039307565","0.6038507280281397","0.698918357422162","0.7621409538830609","0.8139303714023925","0.8490565978533253","0.8762276553287712","0.8961706444477123","0.9110405741253437","0.9240593466527143","0.9332135021334184","0.9394375717086653","0.9467114667196189","0.9503733011689686","0.954817215934308","0.9585121224883528","0.961173185121709","0.9651681727450229","0.9686782192466641","0.9708918783321588","0.9719494135638291","0.9726941329106397","0.973477698201093","0.9739228987807992","0.9745133624357732","0.9748364854532682","0.9749526003821407","0.9750677777618686","0.9753612818464071","0.9754419587700901","0.9756363093143194","0.9758852702566007","0.9758852702566007","0.9758934852440124","0.9758934852440124","0.9758934852440124","0.9758934852440124","0.9760153185945157","0.9760153185945157","0.9760153185945157","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068","0.9761549364762068"
"N = 4, K = 0, C = 0.1, p_jump = 0.1","4","0","0.1","0.1","1.372","3.0","1.0","0.6292678846726689","1.1612363812905744","0.1616632877554165","0.4741178817348205","0.603965860047446","0.693151868898986","0.7600036601556726","0.8107759475456053","0.8423292883170209","0.8687989995983126","0.8905532031965975","0.9053809362816404","0.9190007015339359","0.9299605496102469","0.9394104696597306","0.9449352611641624","0.9502252001861972","0.9565676722296478","0.9598579385285229","0.9625412948104434","0.9661957958260002","0.9679262808917035","0.9698613018982848","0.9718413459618711","0.9737550291595477","0.9746694380249795","0.9762921726236989","0.9782960316822626","0.9786788179470743","0.9792526344126614","0.9808453481318712","0.9811729790339837","0.9816879889361576","0.9821526799074192","0.9824028898587241","0.9826187915463848","0.9828981738662962","0.9828981738662962","0.9828981738662962","0.9831850112576435","0.9835145875492575","0.983627271960817","0.9839036132091743","0.9839036132091743","0.9840587114524592","0.9847572711063921","0.9847572711063921","0.984912061828323","0.9852191930100442","0.9853307786378578","0.9857855827979642","0.9857855827979642","0.9859981901041666"
"N = 4, K = 0, C = 0.1, p_jump = 0.2","4","0","0.1","0.2","1.346","3.0","1.0","0.6269170661575508","1.1698479813881713","0.13798788242170246","0.48092331526952736","0.6047742008183332","0.6887393960238541","0.7544243930513563","0.8021915247588286","0.8406195966898474","0.8662460743201741","0.8879066365651048","0.9061037789441372","0.9189479121206392","0.9329686387596982","0.9444632296739724","0.9522151437651505","0.9596726392029741","0.9646989097300063","0.9676587281581148","0.9705523691320629","0.9725476687666734","0.9757221104781117","0.9783573443262745","0.978888428455829","0.9803672038286633","0.9813979639627856","0.9830070454748134","0.9836457007298155","0.9851505952318215","0.9856477318686774","0.9869120908082816","0.9873806236327275","0.9875448936148309","0.9884873246916666","0.9886420128944099","0.9890034055797935","0.9890418974181339","0.9895217020765178","0.9897830455485498","0.9902691035842207","0.9904655094907624","0.9907586663256333","0.9907586663256333","0.9913878300257535","0.9914315638569318","0.9915688524515177","0.9919607772289935","0.9919607772289935","0.9919607772289935","0.9922850187355045","0.9922850187355045","0.9922902171156919","0.9926661159402334"
"N = 4, K = 0, C = 0.1, p_jump = 0.3","4","0","0.1","0.3","1.399","3.0","1.0","0.6258511820369751","1.1740163109688335","0.18312683988363723","0.4713452599675745","0.6076979117777415","0.7008829886650843","0.7637718683755373","0.8078295875649378","0.8388997603262989","0.8728880845687599","0.897064301232033","0.9148165800091164","0.9244960884260472","0.9346098403896552","0.9433487118817347","0.9508701061317598","0.9559166631758542","0.9612121948603474","0.966262620033939","0.9709241463311336","0.9737911982211261","0.9757102230520168","0.9769525928473886","0.978366260367999","0.9802630717874898","0.9817145124184088","0.983032105480672","0.9843371608763316","0.985162437792856","0.9855643917038335","0.9861916879644637","0.9866878016839492","0.9875065394674856","0.9878223797302719","0.9886511893721647","0.9890824341546824","0.9890824341546824","0.9898491674621706","0.9898633639408163","0.9899794557097576","0.9903202399808638","0.9905633496602473","0.9913325672904141","0.991605579182401","0.9922603030550793","0.9932712546405339","0.9932712546405339","0.9934339551966535","0.9935554819347454","0.9936937995895594","0.993920997378306","0.9939975787296697","0.9946877654296127"
"N = 4, K = 0, C = 0.1, p_jump = 0.4","4","0","0.1","0.4","1.375","3.0","1.0","0.6276012607780715","1.1301632758219284","0.18545240818333375","0.4699101298295756","0.6081705775104677","0.6972469829172411","0.7594988241745622","0.8047783037265009","0.8421928628069633","0.8676898487270657","0.8855236793310538","0.9032532955222048","0.9184868537169796","0.9283302946031142","0.9381065406324451","0.9449043774426228","0.9515441434853706","0.9564400780456916","0.9614927709503528","0.9661792806576729","0.9697964353716899","0.9735752616081084","0.9776972857453298","0.9800323958480284","0.9821459195367517","0.9837011799447516","0.9842940677729919","0.9858884061218007","0.987253774711461","0.9882910214106881","0.9894097903609397","0.9918137252376573","0.9918228252922385","0.9921934316288867","0.9928321792652259","0.9931226475382849","0.9932972175526658","0.9933804496900364","0.9937168473447264","0.9940013926414445","0.9945071945784837","0.9945071945784837","0.9945465462788252","0.9946323872806964","0.9946323872806964","0.9946632539828878","0.9950484103735803","0.9951333968171879","0.9952310852653368","0.9952831413672282","0.9954629559428738","0.9958110814856458","0.9961479089306805"
"N = 4, K = 0, C = 0.1, p_jump = 0.5","4","0","0.1","0.5","1.375","3.0","1.0","0.6253915683342401","1.1590223338545713","0.14428497374485358","0.4789978196002183","0.6203313579528976","0.7043563362794734","0.7645540571130609","0.8028406642660993","0.8352432718382888","0.8658044383955654","0.8862979076038592","0.9091746867858367","0.9241110103624464","0.9359386201256604","0.9429875758183003","0.9510680007269517","0.9559279308986607","0.9599146940991387","0.9651381290112248","0.9678308745453761","0.9705224263183997","0.9747667417979606","0.9775279477419738","0.97983087548421","0.9815376642403533","0.983958797634343","0.9854353243980608","0.9867938401930554","0.9889315126612361","0.9895000145609174","0.9910834805904167","0.99177195434252","0.9921825213393091","0.9925047762734145","0.9926022225297876","0.9931410112541813","0.9933541875041039","0.9938751012537747","0.9940870392029167","0.9947844220277489","0.9954663698047498","0.9955343181645183","0.9959031168139858","0.9960293119460889","0.9962125256026352","0.9963323896404013","0.9963887302593594","0.9969394047851738","0.9970688453424453","0.9970688453424453","0.997131608491095","0.997131608491095","0.997131608491095"
"N = 4, K = 0, C = 0.1, p_jump = 0.6","4","0","0.1","0.6","1.376","3.0","1.0","0.6284284100947746","1.1543720265908672","0.15048359456028287","0.47849897479138565","0.6175202019199266","0.7046317252716772","0.7698304063330725","0.8087845767719879","0.841350841375304","0.8669386713713346","0.8861039085118498","0.9002318275505687","0.9134457317614907","0.9242862570635417","0.9323135771343702","0.9411441389918577","0.9472411689432486","0.9527295220271993","0.9581554120513465","0.964422555649034","0.9695084725313657","0.9731832730033708","0.9763824310785428","0.9795046479119817","0.9817720210007731","0.9848051667061765","0.9858631925926451","0.9870085347234424","0.9881715296351248","0.9885021952899284","0.9893240281047271","0.9904391974613062","0.9920910702655893","0.9925597053641585","0.9938745788228628","0.9944588282569127","0.9952494310496757","0.9954420888692758","0.995843906489037","0.996158600303214","0.9965430018112721","0.9965430018112721","0.9968539161950987","0.9969497056100014","0.9969497056100014","0.9972787825851639","0.9972787825851639","0.9972787825851639","0.9974377620707882","0.9974844150859983","0.9974844150859983","0.9976187675291933","0.9976187675291933"
"N = 4, K = 0, C = 0.1, p_jump = 0.7","4","0","0.1","0.7","1.37","3.0","1.0","0.6283466599837727","1.179038554980946","0.19050090958958457","0.4933470468335854","0.6305920750310777","0.7153927753346074","0.7650588610306203","0.8039677882705172","0.8331518697731719","0.8589605547779074","0.872527954973965","0.8901045760645402","0.9071763778512234","0.9199397353390943","0.9315635080473181","0.9388936515479145","0.9455477545301567","0.9508836693468568","0.9582472834877044","0.9623663467499004","0.9679005324786927","0.9717424989052984","0.9753581141812206","0.9775355867929711","0.979588963959132","0.9816995326184209","0.9832326477062437","0.9849264652618834","0.9870369717483581","0.9873549635981888","0.989221025697508","0.9909078657514601","0.9913872357972969","0.992951278326245","0.9941510539585109","0.9946446602379977","0.9947532083986041","0.9949873202215254","0.9950219937493308","0.995312302445655","0.9958166939956539","0.9963447897914217","0.9968129015798157","0.9973044284897604","0.9976769275959813","0.9976769275959813","0.9976769275959813","0.9978505659371034","0.9983818426180641","0.9984756270393443","0.9985678904333681","0.9986417510419804","0.9987745468155574"
"N = 4, K = 0, C = 0.1, p_jump = 0.8","4","0","0.1","0.8","1.378","3.0","1.0","0.6228180714016277","1.1282307186507525","0.13221923220246173","0.481062207045345","0.6201993632080617","0.7146205702370725","0.7631790368297275","0.801599701442692","0.8299684526987288","0.8517989640496024","0.8718964424146416","0.886492688080333","0.900398166734195","0.9135419230691604","0.9270189624642171","0.9370840502740359","0.9445774700551894","0.9495991967957416","0.9566115977201453","0.9602893131719075","0.966664620377694","0.9698933803244933","0.9732904932380181","0.9757263354599586","0.9772441254722114","0.9789373633479806","0.981515829997707","0.9829372036598345","0.9833359256057236","0.9845428696689936","0.9852988392025462","0.9860240336282576","0.9874131568781325","0.9884284763180196","0.9889624308651404","0.9899429001936221","0.9913879092564012","0.992261179740535","0.9932258363206186","0.9936999885957608","0.9947815195882579","0.995070168657342","0.9960086952735943","0.9961360578245704","0.9963307752379915","0.9964503291174265","0.9966090039699043","0.9970733407537093","0.9973025720618197","0.9973025720618197","0.997402657428352","0.9974096317670572","0.9976597560120477"
"N = 4, K = 0, C = 0.1, p_jump = 0.9","4","0","0.1","0.9","1.353","3.0","1.0","0.6244523789058374","1.1410115361839956","0.15915327633901688","0.45856670769122376","0.6137383302899879","0.6947964302661849","0.7545324828032922","0.7949643226073498","0.8185291945116375","0.8433010974545485","0.8617364357252542","0.877287948938891","0.8927513870991438","0.9043433549186285","0.9149163643839284","0.9251693033949673","0.9306592288904846","0.9354403416579524","0.9407656708489863","0.9491564521505537","0.9522401059308493","0.9559378232062377","0.9597164075469626","0.9639020664113379","0.9672181204615352","0.9693001524304277","0.972076124047002","0.9747096193319228","0.9771376598056215","0.9800065719428043","0.9817902834611211","0.983322687071499","0.9841550093895362","0.9851785581547253","0.9864951710145413","0.9870612591915038","0.9885269961743934","0.9899166024611189","0.9905887979392329","0.9919488399705876","0.9922489760832776","0.9928272138058375","0.9934365842182088","0.994823885478182","0.9949665504760802","0.9953268388553904","0.9958533027699508","0.9961096874792531","0.996521739020688","0.996521739020688","0.9969850785115882","0.9969924692754233","0.9971877248658205"
"N = 4, K = 0, C = 0.1, p_jump = 1","4","0","0.1","1.0","1.352","3.0","1.0","0.6293556626774719","1.13641190678534","0.13997012299368508","0.4638958023837611","0.6231214447990587","0.7161864937831243","0.7617609836510737","0.797918137551939","0.8238002356914138","0.8433921647791083","0.8572532591429214","0.8763326990627903","0.8877879767283182","0.8988831629159248","0.9065479838887833","0.9140583249882911","0.9248435272856999","0.9305502980617659","0.9351270617458158","0.9402074802099109","0.9433306821399378","0.948874990989565","0.9516346655618427","0.9563772838301513","0.9575814903078286","0.9605298515856926","0.9636188452956632","0.9662358046481858","0.9683996444323785","0.9692897011136806","0.9706725110516347","0.9722988938095993","0.9736972644815282","0.974107613200433","0.9751431433850383","0.9760403477903109","0.9786406155321213","0.9819862866996629","0.9826499378158067","0.983925216281806","0.9848083409698727","0.9856723078125278","0.9861958007682731","0.9866893618744799","0.987188004992638","0.988477847908437","0.9885315719756852","0.9893979032157313","0.9898987325782457","0.9903938018764259","0.9907731267159635","0.9910061753756532","0.9913795528124304"
"N = 4, K = 0, C = 0.2, p_jump = 0","4","0","0.2","0.0","1.942","3.0","1.0","0.7541782283931127","1.4152262293228322","0.23767097723676722","0.4040374224874915","0.5407556870436059","0.6340550043653704","0.7047100875533188","0.7519957979761792","0.7871148246719637","0.8127156704486815","0.8312908110753748","0.8512693299385702","0.8660243842091616","0.8760542869713599","0.887406721771847","0.8926871795523257","0.8976588110890517","0.9018808120039529","0.9040594881519172","0.9073453313572625","0.9101219555056005","0.9118082094441017","0.9128735910466521","0.9136161296393787","0.9151992963354113","0.9154812999891607","0.9159675769670648","0.9166120420698196","0.9166120420698196","0.9167985591682063","0.9172726876200192","0.9174309341232963","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9176903678011687","0.9177578854662296","0.9177578854662296","0.9177578854662296","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694","0.9179765839224694"
"N = 4, K = 0, C = 0.2, p_jump = 0.1","4","0","0.2","0.1","1.943","3.0","1.0","0.7560705510141581","1.3929244930918865","0.26026560282594957","0.42827041016943285","0.5602826028500022","0.6467617980544057","0.7122109214685534","0.7619395803263113","0.805102746003812","0.8313487572278938","0.8518098117529875","0.8709275385802965","0.8860682298176418","0.8961689115650475","0.9054158173980829","0.9114254885082277","0.9153094841192545","0.9214332665143224","0.9258001705107821","0.9284333838892929","0.9308556818304179","0.9326243034481749","0.9344251614315568","0.9350565972858804","0.9360814331614546","0.9369052200848973","0.9381588940189612","0.9384643860985216","0.9393021255857276","0.9407144983658038","0.9422108744949032","0.9436270136305724","0.944648771856548","0.9457752499125047","0.9463894889432785","0.9477116927348004","0.9479426080201259","0.9486319938860772","0.9496524136927292","0.9503161259070112","0.9516729659418621","0.9523377038656636","0.9530735578980979","0.9536468925669133","0.9537781049551058","0.9546444492898885","0.95494927171372","0.9554348372969041","0.9559174745943313","0.9565003249860623","0.9569946325628005","0.9569946325628005","0.9574818777118279"
"N = 4, K = 0, C = 0.2, p_jump = 0.2","4","0","0.2","0.2","1.977","3.0","1.0","0.7559288260939113","1.3741932576633018","0.26438762556014167","0.4031173997118029","0.5339295225275824","0.6301986067279286","0.7060568347187633","0.7553682324837475","0.7908225713846305","0.8261289897343168","0.8452216032347466","0.8656084582229473","0.8820442660445724","0.8959053571485347","0.9034348218196885","0.9128662959897683","0.9169904343849563","0.9230559061061824","0.9296640925147678","0.9344024629353265","0.9360117160047048","0.938445745852005","0.9428197402753927","0.943483339457998","0.9444837166538367","0.9460960888328629","0.9482136371241695","0.9500412744497392","0.952871569876831","0.9538308853554046","0.9543381205204803","0.955495980491373","0.9567782093969484","0.9574678021245092","0.9586700224091055","0.9594867240208375","0.9598838475916673","0.9600073054093052","0.9619692147005703","0.9631554290443387","0.9643154899218773","0.9664701442472076","0.9673956090133967","0.9686571324793575","0.9691707183928365","0.9700854397775686","0.9703090451833872","0.9704856255601886","0.9707384101185337","0.971489723724329","0.9719464079351706","0.9730240759919311","0.9730240759919311"
"N = 4, K = 0, C = 0.2, p_jump = 0.3","4","0","0.2","0.3","1.947","3.0","1.0","0.754932676346831","1.37240441711151","0.2783613920889815","0.4258485792785865","0.5593548598468387","0.6456533561499908","0.7182793809603771","0.7606080491522115","0.7881421673726324","0.8166077114065197","0.8444015057731199","0.8619916358216927","0.875861863726006","0.8875186653059085","0.9011820080866534","0.9122687711085933","0.91974723290981","0.9261948647006761","0.9330184287666676","0.9367448552138168","0.9388350933283347","0.9415153289651885","0.9449067784578415","0.947822552767689","0.9492064286058696","0.9528573981477426","0.9556378942424718","0.9568261808537109","0.9602772836581125","0.960646973602438","0.9618610256053537","0.964517592343752","0.9666505170541558","0.9676026806115642","0.9684100110620995","0.9688190417870611","0.9696329025057662","0.9704471691998849","0.9719646692804428","0.972502807090556","0.9732596184404045","0.9740708969860447","0.9747326834006186","0.9749678888771376","0.976200242935908","0.9768007931352726","0.9781053336837057","0.978469017906045","0.9787586571717392","0.9789080058199053","0.9794899747385972","0.9798569406992615","0.9800078552497673"
